"โรงพยาบาล","วันที่ตามเดือนที่เลือก"
"รวม","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128"
"10890  :  โรงพยาบาลปากช่องนานา","24","5","0","0","0","0","1","1","1","0","1","0","2","2","1","2","0","0","0","0","0","0","1","0","1","0","2","0","0","0","1","0","2","0","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","4","0"
"10891  :  โรงพยาบาลหนองบุญมาก","15","0","1","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","1","4","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"10893  :  โรงพยาบาลโนนแดง","9","4","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","1","1","0","0","0","0","0","0","0","2","0","0","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","625","11","26","0","16","0","30","1","22","2","22","0","18","0","21","0","18","2","15","0","26","0","22","1","13","0","23","0","11","1","25","0","21","0","30","0","16","0","17","2","11","0","35","1","29","1","20","1","35","1","32","0","20","0","14","0","25","0","25","0","11","0","17","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","8","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2","0","0","0","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","624","0","26","0","19","0","32","0","35","0","19","0","32","0","18","0","19","0","21","0","37","0","20","0","14","0","25","0","27","0","13","0","20","0","36","0","18","0","13","0","20","0","16","0","13","0","15","0","27","0","22","0","7","0","31","0","33","0","20","0","9","0","12","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","77","0","1","0","4","0","2","0","0","0","0","0","4","0","2","0","1","0","5","0","0","0","2","0","1","0","2","0","1","0","3","0","2","0","4","0","1","0","2","0","5","0","5","0","2","0","1","0","4","0","2","0","7","0","4","0","3","0","4","0","6","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","6","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","8","12","2","0","0","0","0","1","0","0","0","0","0","1","1","3","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","2","1","0","0","0","1","1","0"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","178","0","1","0","3","0","9","0","15","0","15","0","11","0","16","0","8","0","9","0","8","0","5","0","2","0","5","0","5","0","7","0","4","0","4","0","8","0","1","0","5","0","9","0","4","0","4","0","1","0","6","0","6","0","3","0","14","0","1","0","1","0","1","0"
"27839  :  โรงพยาบาลบัวลาย","3","4","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"27840  :  โรงพยาบาลสีดา","313","0","6","0","9","0","17","0","12","0","12","0","9","0","9","0","4","0","12","0","13","0","13","0","10","0","12","0","8","0","10","0","10","0","8","0","17","0","8","0","7","0","12","0","10","0","13","0","10","0","14","0","3","0","9","0","11","0","9","0","12","0","7","0"
"27841  :  โรงพยาบาลเทพารักษ์","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","158","4","2","0","16","0","8","0","6","0","3","0","8","0","2","1","4","0","5","1","7","0","9","0","2","0","4","0","2","0","3","0","8","0","5","0","9","0","11","0","5","0","6","0","4","0","4","2","3","0","4","0","5","0","6","0","4","0","10","0","1","0","1","0"
"10895  :  โรงพยาบาลคูเมือง","4","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"10896  :  โรงพยาบาลกระสัง","23","3","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","3","1","0","0","4","2","3","0","0","0","1","0","2","0","1","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","3","0","2","0","0","0"
"10897  :  โรงพยาบาลนางรอง","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"10898  :  โรงพยาบาลหนองกี่","202","0","5","0","2","0","8","0","7","0","7","0","7","0","3","0","4","0","17","0","6","0","11","0","5","0","1","0","3","0","4","0","9","0","4","0","6","0","9","0","11","0","5","0","2","0","7","0","13","0","8","0","5","0","8","0","0","0","6","0","9","0","11","0"
"10899  :  โรงพยาบาลละหานทราย","3","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0"
"10900  :  โรงพยาบาลประโคนชัย","8","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","2","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"10901  :  โรงพยาบาลบ้านกรวด","4","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10902  :  โรงพยาบาลพุทไธสง","57","0","0","0","2","0","3","0","1","0","2","0","3","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","2","0","0","0","14","0","1","0","1","0","1","0","5","0","2","0","1","0","0","0","1","0","1","0","0","0","5","0","6","0","2","0","0","0"
"10904  :  โรงพยาบาลลำปลายมาศ","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10905  :  โรงพยาบาลสตึก","20","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","2","0","0","1","1","0","0","0","2","0","1","0","0","0","0","0","1","0","1","0","2","0","0","0","1","0","1","0","1","0"
"10906  :  โรงพยาบาลปะคำ","12","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","2","0","1","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10908  :  โรงพยาบาลหนองหงส์","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10909  :  โรงพยาบาลพลับพลาชัย","15","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","2","0","3","0","2","0"
"10910  :  โรงพยาบาลห้วยราช","4","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10912  :  โรงพยาบาลชำนิ","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"10914  :  โรงพยาบาลโนนดินแดง","33","0","10","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","5","0","0","0","2","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","11","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"23578  :  โรงพยาบาลแคนดง","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10668  :  โรงพยาบาลสุรินทร์","101","3","3","0","0","0","4","0","4","0","2","0","6","1","5","0","3","0","2","1","4","0","1","0","2","0","2","1","1","0","1","0","2","0","6","0","9","0","2","0","8","0","1","0","1","0","10","0","4","0","6","0","2","0","7","0","1","0","1","0","2","0","1","0"
"10915  :  โรงพยาบาลชุมพลบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10916  :  โรงพยาบาลท่าตูม","31","3","0","0","0","0","0","1","2","0","1","0","0","0","2","0","0","0","2","0","2","1","0","0","2","0","2","0","2","0","1","1","1","0","3","0","1","0","1","0","2","0","2","0","3","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0"
"10917  :  โรงพยาบาลจอมพระ","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"10918  :  โรงพยาบาลปราสาท","79","17","1","0","1","1","1","0","2","2","4","1","1","1","6","0","7","0","4","0","1","0","4","1","3","0","3","1","2","3","2","0","1","1","4","1","6","1","1","0","2","0","1","1","1","0","0","1","3","0","4","1","3","1","1","0","6","0","2","1","1","0","1","0"
