"โรงพยาบาล","วันที่ตามเดือนที่เลือก"
"รวม","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128"
"10880  :  โรงพยาบาลขามสะแกแสง","9","124","0","7","2","3","1","4","0","5","1","5","0","6","0","3","0","9","0","5","0","4","0","2","0","3","0","8","1","4","1","6","2","7","2","3","0","4","0","4","0","4","0","1","0","4","0","3","0","2","0","5","0","3","0","3","0","4","0","10","0","9","0","6"
"10881  :  โรงพยาบาลบัวใหญ่","61","233","3","8","5","8","2","5","1","9","4","8","8","15","4","9","1","6","2","7","2","6","4","4","0","10","3","5","1","7","1","5","0","5","0","6","0","9","0","11","2","8","2","10","1","5","2","6","0","10","0","8","1","13","0","8","6","10","3","12","6","9","1","7"
"10882  :  โรงพยาบาลประทาย","27","289","0","13","0","9","0","12","0","4","0","1","2","10","2","8","0","11","0","4","0","8","0","7","0","6","3","11","2","10","0","12","2","5","1","13","1","9","2","17","6","20","0","20","0","12","1","8","1","8","2","10","0","11","0","8","0","11","0","3","2","13","0","3"
"10883  :  โรงพยาบาลปักธงชัย","119","333","1","7","2","14","5","12","3","15","20","14","6","16","0","10","0","25","3","16","6","23","5","32","7","7","0","10","9","11","3","23","1","9","1","15","2","4","6","13","18","3","2","17","3","24","1","6","0","10","0","6","0","4","4","7","10","26","1","20","0","7","5","7"
"10884  :  โรงพยาบาลพิมาย","65","312","0","5","0","14","0","7","0","5","3","5","0","5","1","9","6","10","0","2","0","3","9","6","4","3","3","11","0","13","4","8","3","9","9","11","2","8","0","14","0","6","4","15","3","6","1","29","6","11","2","15","0","6","0","19","2","24","1","15","2","14","1","4"
"10885  :  โรงพยาบาลห้วยแถลง","5","44","0","4","0","5","0","3","0","2","0","1","0","0","0","4","1","0","1","1","0","0","0","1","0","1","0","1","1","0","0","0","0","2","0","1","0","1","1","4","0","4","0","0","0","0","0","2","0","0","0","1","0","1","0","4","0","0","0","2","1","2","0","3"
"10886  :  โรงพยาบาลชุมพวง","62","221","3","8","2","10","0","7","5","5","3","9","1","13","1","14","4","12","2","12","5","4","3","4","3","5","0","13","2","3","0","6","2","4","4","10","0","4","1","8","0","2","5","5","1","10","2","10","0","2","6","7","1","13","5","6","0","4","1","3","3","14","2","9"
"10887  :  โรงพยาบาลสูงเนิน","6","49","0","2","1","0","0","0","0","11","1","1","0","0","0","2","0","1","0","1","1","1","0","4","0","1","1","1","0","1","0","1","0","0","1","2","2","4","0","2","0","0","0","1","0","0","0","3","0","0","0","3","0","0","0","2","0","4","0","5","0","4","0","2"
"10888  :  โรงพยาบาลขามทะเลสอ","56","52","1","2","4","6","2","1","1","3","1","2","1","1","3","4","0","1","1","3","2","2","4","3","0","2","0","1","2","0","1","6","2","4","2","0","1","1","5","0","4","2","6","1","2","1","2","1","0","0","2","1","2","0","0","1","2","0","2","2","0","2","1","2"
"10889  :  โรงพยาบาลสีคิ้ว","51","144","2","6","1","0","7","10","3","4","5","14","2","10","4","9","2","5","0","3","0","4","1","3","1","2","3","9","0","3","0","6","5","4","3","10","3","5","0","3","1","4","1","1","1","2","0","6","2","3","0","4","0","2","1","9","1","2","0","2","3","4","0","1"
"10890  :  โรงพยาบาลปากช่องนานา","107","821","4","35","3","54","1","30","0","26","7","29","0","22","0","47","1","28","15","42","13","44","0","26","0","21","3","37","24","24","2","28","5","40","2","27","2","38","2","32","2","24","2","25","3","26","3","10","2","24","0","19","1","15","0","23","2","19","9","12","2","15","1","22"
"10891  :  โรงพยาบาลหนองบุญมาก","59","178","0","18","5","10","5","4","1","4","3","5","1","4","1","5","2","6","2","4","0","10","0","2","0","5","0","1","0","4","4","3","0","13","3","13","1","2","9","4","3","9","1","1","2","2","8","11","3","3","0","6","1","9","0","8","4","3","0","8","1","4","0","7"
"10892  :  โรงพยาบาลแก้งสนามนาง","40","171","0","10","10","4","7","6","0","14","10","17","1","7","4","2","0","5","0","13","4","2","0","9","5","4","0","10","0","10","0","1","0","7","0","5","0","5","0","8","0","2","0","3","0","3","0","11","1","4","0","1","0","13","0","5","1","1","0","9","0","11","0","11"
"10893  :  โรงพยาบาลโนนแดง","26","118","2","7","3","2","2","3","0","6","5","7","0","9","0","2","1","15","0","1","2","7","3","4","0","4","0","6","2","7","0","7","0","3","0","2","0","5","1","2","2","8","0","5","0","2","2","2","0","3","1","6","2","7","0","8","2","1","1","1","0","9","0","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","134","17","10","1","5","1","3","0","3","2","6","0","2","1","2","1","2","1","6","0","12","0","4","0","0","1","7","0","1","1","7","1","6","1","8","0","2","1","0","0","6","1","2","0","11","0","3","0","6","0","5","1","5","0","9","2","0","2","3","0","0","0","1","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","4","41","0","4","0","1","0","3","0","3","0","2","0","1","0","0","0","0","0","0","1","2","0","4","0","1","1","1","1","0","0","3","0","4","0","2","0","0","0","3","0","2","0","2","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","105","22","4","0","4","0","6","0","1","0","1","0","1","2","2","1","5","1","2","1","5","1","4","0","8","0","9","1","2","1","5","1","3","1","7","0","5","1","6","3","4","0","6","0","2","2","4","0","4","0","2","1","8","1","2","1","7","4","4","0","4","1","1","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","157","50","6","1","11","1","8","0","10","1","4","0","4","11","4","1","9","2","11","0","3","1","6","1","10","2","9","0","7","2","3","4","7","4","1","0","7","0","1","3","0","4","4","2","0","2","7","0","2","0","6","0","3","0","5","7","10","0","3","3","4","5","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"14161  :  โรงพยาบาลกองบิน กองบิน1","20","8","0","0","1","0","1","1","0","1","1","0","1","0","2","1","1","0","1","1","1","0","3","1","1","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","1","1","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","31","24","3","0","3","1","2","1","0","1","1","0","1","0","2","0","1","0","0","0","3","0","1","0","0","0","2","0","2","2","1","1","0","2","1","2","0","0","0","1","0","2","0","1","2","0","0","3","0","2","5","2","0","1","0","2","1","1","0","0","0","0","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","16","337","0","15","0","8","1","5","1","3","1","6","1","7","0","13","0","4","0","12","1","22","0","10","0","8","0","12","1","15","1","8","0","11","0","6","1","8","0","12","0","14","0","18","1","16","2","17","1","11","0","17","1","12","0","15","0","14","2","5","1","10","0","6"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","127","416","2","12","2","26","3","12","10","13","2","15","14","13","3","22","1","17","5","11","2","13","12","10","6","17","9","17","3","6","1","7","0","12","1","6","4","14","1","6","2","12","6","13","0","6","2","15","0","13","1","16","6","21","12","16","10","20","2","17","5","9","1","12"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","28","14","1","0","3","0","3","0","0","1","0","1","0","0","0","1","1","0","3","0","6","1","1","0","2","0","1","4","1","0","0","1","0","0","1","0","0","1","1","1","2","0","1","2","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"27839  :  โรงพยาบาลบัวลาย","3","109","0","2","0","2","0","4","0","7","0","1","0","3","0","3","0","1","0","6","0","4","0","9","0","1","0","5","0","1","0","3","1","3","0","3","1","2","0","0","1","7","0","5","0","1","0","5","1","4","0","3","0","2","0","4","0","3","0","12","0","5","0","2"
"27840  :  โรงพยาบาลสีดา","269","29","9","2","6","2","9","1","7","2","12","0","6","0","10","2","10","3","11","0","5","3","9","0","5","1","10","0","9","1","13","0","11","1","7","0","13","0","12","1","5","2","15","2","14","1","11","2","24","2","13","2","12","1","10","0","12","1","11","0","6","1","5","2"
"27841  :  โรงพยาบาลเทพารักษ์","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","267","1,162","17","39","7","34","10","28","10","40","6","61","15","52","9","51","22","75","5","66","15","50","14","67","8","49","24","66","15","57","11","66","9","36","4","34","18","47","6","29","4","35","10","28","6","35","3","31","13","29","2","36","7","28","6","36","2","26","4","26","2","36","1","28"
"10895  :  โรงพยาบาลคูเมือง","399","255","23","7","12","9","12","7","16","8","12","3","16","10","15","2","15","7","16","10","17","11","10","9","13","7","13","7","12","9","6","5","8","13","16","11","11","8","12","7","4","6","8","9","15","7","12","13","10","5","4","8","19","9","6","15","19","12","4","3","18","8","27","10"
"10896  :  โรงพยาบาลกระสัง","197","382","5","15","5","18","8","18","13","6","6","17","3","16","9","11","4","26","6","25","2","8","17","15","2","14","2","21","1","20","3","20","4","16","0","11","7","22","7","13","23","9","3","14","7","15","12","15","11","17","21","15","2","10","5","7","8","22","2","17","9","6","9","23"
"10897  :  โรงพยาบาลนางรอง","8","213","0","5","0","6","0","11","0","9","1","6","0","7","0","4","0","7","0","9","1","9","0","1","0","14","0","6","0","6","0","7","1","13","0","5","0","5","1","5","0","7","1","9","0","3","0","10","0","6","1","7","1","5","1","7","0","9","0","9","0","7","0","6"
"10898  :  โรงพยาบาลหนองกี่","24","46","0","0","2","1","1","4","0","1","3","0","1","2","1","4","0","1","2","3","1","1","1","4","0","2","0","1","3","1","1","1","0","0","1","4","1","4","0","2","3","0","0","0","1","0","0","3","1","1","0","0","1","1","0","0","0","2","0","2","0","1","0","0"
"10899  :  โรงพยาบาลละหานทราย","14","277","0","10","1","12","1","10","5","21","0","8","1","7","0","13","2","8","0","5","0","8","0","27","0","11","0","11","0","15","0","3","1","9","0","6","0","2","0","3","1","7","0","10","0","10","0","6","0","6","1","7","1","12","0","6","0","8","0","0","0","14","0","4"
"10900  :  โรงพยาบาลประโคนชัย","111","477","0","10","0","27","6","13","4","17","17","20","7","22","4","36","8","14","27","19","3","10","1","27","0","8","3","14","1","15","6","16","3","16","3","17","3","19","5","11","0","19","0","8","0","20","3","9","1","11","2","13","4","9","1","10","0","12","1","16","0","23","0","9"
"10901  :  โรงพยาบาลบ้านกรวด","170","161","2","5","3","11","5","3","3","7","24","9","5","3","5","1","23","7","6","5","14","4","6","7","6","6","4","1","4","5","9","2","5","4","0","6","0","7","0","7","1","9","1","2","4","5","5","5","5","10","6","5","2","3","5","6","8","3","2","9","4","4","4","5"
"10902  :  โรงพยาบาลพุทไธสง","17","63","0","0","0","1","0","0","3","1","0","0","1","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","3","2","0","2","0","5","0","7","4","6","0","1","1","1","0","3","1","1","0","2","1","5","0","3","0","5","0","6","0","2","0","0","1","7","0","1"
"10904  :  โรงพยาบาลลำปลายมาศ","77","694","2","30","10","21","2","24","2","11","0","28","0","40","3","31","0","30","0","16","1","17","0","18","1","16","1","17","1","15","6","12","0","17","0","23","0","19","0","31","0","10","1","15","1","22","1","17","16","17","6","27","6","17","7","42","5","41","1","41","1","16","3","22"
"10905  :  โรงพยาบาลสตึก","15","216","0","16","2","11","0","9","1","4","1","3","2","0","0","10","0","2","1","13","0","4","1","5","0","6","0","8","0","7","0","6","0","13","0","3","0","4","0","5","0","9","0","7","0","12","1","15","2","7","0","6","0","10","0","11","0","7","1","6","3","5","0","10"
"10906  :  โรงพยาบาลปะคำ","10","172","0","13","2","6","0","5","0","3","0","4","0","5","1","8","0","7","0","5","0","6","0","7","1","15","0","6","0","0","0","5","1","5","0","3","1","2","0","4","0","4","1","9","0","5","0","8","0","4","0","3","0","7","1","6","1","4","0","3","1","8","0","5"
"10907  :  โรงพยาบาลนาโพธิ์","145","100","3","1","6","3","2","5","17","4","0","2","6","3","5","0","9","2","4","3","0","7","0","6","7","1","7","4","2","6","8","3","12","4","6","8","7","6","12","4","5","1","4","2","2","1","1","4","3","5","1","1","2","2","3","2","3","4","2","4","1","2","5","1"
"10908  :  โรงพยาบาลหนองหงส์","13","547","0","17","0","16","1","20","0","17","0","24","0","23","0","22","0","35","0","18","0","27","1","33","0","36","0","48","0","14","0","17","0","20","0","6","0","17","0","20","1","24","0","25","0","19","0","27","1","36","4","29","0","22","5","17","0","27","0","45","0","26","0","25"
