"โรงพยาบาล","วันที่ตามเดือนที่เลือก"
"รวม","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","5,256","1,466","150","44","90","36","44","47","214","37","137","38","178","34","16","50","203","70","125","75","156","47","240","80","379","52","235","55","154","47","113","66","80","40","226","47","197","76","69","53","103","43","130","83","300","56","329","38","272","56","197","61","132","38","97","52","102","44","368","46","139","28","219","37"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","4","25","0","2","0","1","0","1","0","0","0","2","0","2","0","1","0","0","0","2","0","0","0","0","0","0","0","1","0","1","0","5","0","2","2","2","0","1","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","59","0","3","0","4","0","3","0","1","0","3","0","0","0","5","0","1","0","3","0","4","0","2","0","0","0","0","0","1","0","1","0","0","0","2","0","1","0","1","0","3","0","0","0","1","0","1","0","1","0","2","0","0","0","2","0","6","0","4","0","2","0","3","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","39","611","0","27","0","22","2","20","1","28","3","29","1","12","0","35","1","22","4","28","1","20","11","22","3","30","0","19","1","12","0","15","1","32","0","31","0","20","0","18","0","18","0","15","1","14","1","25","0","16","2","19","0","12","3","12","2","14","1","19","2","8","0","11"
"24032  :  โรงพยาบาลนาตาล","23","118","1","1","0","2","0","2","1","10","1","0","0","1","1","4","0","2","1","4","0","3","0","3","0","4","0","4","0","5","2","5","0","4","1","3","0","8","2","10","0","1","2","2","2","5","0","5","1","4","1","4","1","3","0","6","2","7","4","5","2","0","0","1"
"24821  :  โรงพยาบาลนาเยีย","74","77","1","5","3","2","3","1","2","3","2","0","0","1","0","1","4","2","1","2","2","4","10","3","2","1","5","13","0","1","5","4","0","3","7","1","5","4","1","4","3","0","2","2","1","1","2","4","1","2","0","1","0","4","2","1","3","2","4","1","3","3","0","2"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","129","46","9","3","12","3","2","1","1","1","1","2","3","2","7","2","7","0","4","1","15","1","3","2","3","0","7","1","2","2","5","2","1","2","3","3","2","0","5","3","3","1","1","0","5","0","3","0","1","2","13","5","4","1","6","1","8","4","12","0","1","3","2","0"
"27968  :  โรงพยาบาลน้ำขุ่น","39","52","0","0","0","2","4","1","2","1","4","1","3","3","0","0","0","2","1","6","0","3","2","0","0","3","1","2","0","0","0","3","2","0","0","1","2","2","2","3","2","0","1","1","1","0","3","1","2","2","3","3","0","4","0","1","0","1","3","4","1","2","0","0"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","27","51","1","0","1","1","0","0","0","1","1","2","0","3","0","1","0","1","0","2","0","2","0","0","1","1","0","1","0","0","2","5","0","2","4","1","2","8","3","2","0","1","2","3","0","0","0","5","2","1","1","1","0","1","2","5","0","0","3","0","0","1","2","0"
"10701  :  โรงพยาบาลยโสธร","1,388","1,270","37","30","17","81","6","27","10","21","32","24","91","89","8","11","37","43","33","34","16","24","15","61","45","59","15","40","13","47","13","49","19","44","26","46","33","44","27","52","23","29","25","72","32","55","11","55","11","29","32","29","82","46","27","23","243","55","392","32","25","25","10","21"
"10963  :  โรงพยาบาลทรายมูล","0","47","0","2","0","0","0","0","0","2","0","0","0","1","0","2","0","2","0","0","0","0","0","1","0","2","0","0","0","2","0","1","0","0","0","2","0","3","0","2","0","3","0","0","0","2","0","3","0","4","0","1","0","0","0","3","0","0","0","6","0","3","0","2"
"10964  :  โรงพยาบาลกุดชุม","86","78","5","2","2","1","0","2","1","2","2","3","5","4","1","3","4","2","2","8","6","6","0","1","7","9","2","2","4","5","10","2","1","3","0","3","3","4","2","0","1","3","0","0","8","2","3","3","5","3","8","2","6","2","0","4","0","3","3","3","0","4","0","2"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","4,402","441","95","14","132","13","109","11","148","17","182","7","43","15","221","9","238","20","63","11","49","29","201","11","104","14","108","7","42","14","205","21","101","14","129","11","241","18","223","37","183","12","241","33","171","9","264","24","188","12","280","10","279","4","188","25","231","8","117","13","104","6","188","5"
"10966  :  โรงพยาบาลป่าติ้ว","3,801","60","63","1","52","1","68","4","92","2","102","1","72","0","106","0","87","4","84","1","45","3","92","4","92","5","39","2","26","1","73","3","103","1","168","3","190","0","204","2","208","2","183","3","182","0","187","1","203","1","212","8","220","2","208","1","178","4","116","1","152","0","97","0"
"10967  :  โรงพยาบาลมหาชนะชัย","214","295","41","5","22","7","37","13","6","4","1","8","7","13","1","7","0","6","0","15","0","18","0","8","0","14","2","5","0","16","19","7","7","11","0","8","0","3","0","8","8","6","13","5","0","4","13","8","5","2","0","9","2","25","1","7","22","3","4","21","5","27","1","6"
"10968  :  โรงพยาบาลค้อวัง","1,244","263","41","10","39","10","35","5","48","9","29","4","45","9","45","13","24","6","39","7","42","8","55","11","40","14","66","5","50","5","62","5","63","8","51","15","53","10","47","8","32","8","43","10","59","6","49","7","33","10","44","9","43","18","38","12","27","20","18","7","40","11","11","9"
"10969  :  โรงพยาบาลไทยเจริญ","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","294","563","4","26","2","13","5","16","6","11","9","18","2","9","1","14","5","17","7","5","2","16","3","10","14","24","9","21","12","19","5","24","8","11","5","16","20","23","5","55","9","34","21","25","50","28","4","13","8","31","29","10","12","18","16","20","10","14","4","11","6","11","1","6"
"11921  :  โรงพยาบาลนายแพทย์หาญ","84","0","0","0","4","0","4","0","2","0","2","0","2","0","0","0","1","0","4","0","1","0","2","0","4","0","2","0","6","0","2","0","2","0","4","0","2","0","5","0","4","0","0","0","3","0","2","0","0","0","3","0","6","0","3","0","6","0","5","0","2","0","4","0"
"04007  :  โรงพยาบาลซับใหญ่","2","198","0","4","0","3","0","4","0","3","0","11","0","3","0","35","2","21","0","2","0","6","0","9","0","6","0","8","0","2","0","2","0","4","0","10","0","11","0","11","0","0","0","23","0","5","0","4","0","13","0","5","0","5","0","8","0","6","0","10","0","1","0","0"
"10702  :  โรงพยาบาลชัยภูมิ","1,708","1,633","46","61","41","61","71","80","55","57","42","65","72","66","93","43","89","61","72","69","106","45","105","54","55","47","59","56","77","50","64","84","43","64","48","60","48","60","35","54","48","62","69","65","40","56","33","60","36","57","38","42","67","48","35","42","56","36","22","51","34","46","25","12"
"10970  :  โรงพยาบาลบ้านเขว้า","1","422","0","11","0","13","0","13","0","7","0","15","0","14","0","5","0","18","0","9","0","22","0","6","0","0","1","9","0","9","0","19","0","20","0","29","0","18","0","17","0","7","0","7","0","14","0","18","0","35","0","23","0","33","0","13","0","35","0","8","0","9","0","8"
"10971  :  โรงพยาบาลคอนสวรรค์","0","76","0","7","0","2","0","3","0","2","0","2","0","9","0","0","0","5","0","1","0","2","0","3","0","2","0","2","0","2","0","2","0","3","0","1","0","2","0","1","0","3","0","3","0","1","0","0","0","0","0","0","0","2","0","3","0","9","0","0","0","2","0","2"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","240","228","18","18","23","15","4","4","15","7","2","13","3","13","10","13","14","3","12","12","11","14","3","14","9","7","0","3","2","15","1","17","18","29","2","5","1","8","2","8","0","20","6","5","6","10","14","7","10","13","1","11","22","16","7","1","21","13","9","5","0","1","9","1"
"10973  :  โรงพยาบาลหนองบัวแดง","250","387","6","6","15","16","9","14","7","24","16","14","6","14","21","13","10","10","9","25","17","26","12","15","17","6","2","10","12","13","10","14","6","6","6","20","6","14","7","18","2","5","2","6","7","16","5","8","10","9","4","24","8","9","12","12","2","8","3","7","1","5","1","2"
"10974  :  โรงพยาบาลจัตุรัส","2","662","0","26","0","19","0","11","0","14","0","21","0","24","0","26","0","18","0","32","1","11","0","14","0","21","0","30","0","22","0","34","1","34","0","21","0","25","0","18","0","14","0","33","0","31","0","30","0","34","0","15","0","19","0","25","0","23","0","24","0","22","0","14"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","54","310","4","7","6","8","1","8","0","3","1","0","1","4","1","3","1","7","0","5","1","7","2","2","1","7","1","6","5","3","0","4","2","2","4","10","4","6","3","7","1","4","1","5","5","5","3","120","1","28","1","6","1","12","2","47","0","7","0","4","1","5","3","2"
"10976  :  โรงพยาบาลหนองบัวระเหว","60","215","0","7","0","5","1","5","1","10","0","8","1","3","0","19","5","17","2","8","4","7","4","8","2","9","2","2","3","13","5","10","2","7","2","10","4","14","1","11","13","19","1","11","0","8","2","9","2","4","3","6","4","3","1","1","2","6","0","8","0","1","2","0"
"10977  :  โรงพยาบาลเทพสถิต","33","66","1","2","2","2","0","2","5","3","5","3","4","2","1","9","3","13","3","1","5","11","0","3","0","4","1","1","0","0","0","1","1","3","0","4","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","58","2,067","0","69","3","66","0","68","1","67","1","95","4","64","25","73","1","70","1","48","1","65","0","77","0","102","0","75","3","75","3","58","1","76","1","67","1","75","0","70","0","69","1","71","0","61","2","70","0","64","1","73","2","62","1","60","2","73","1","51","2","41","0","24"
"10979  :  โรงพยาบาลบ้านแท่น","514","70","6","1","0","4","1","2","2","1","30","7","27","3","34","2","3","0","50","6","30","1","7","3","29","1","30","3","3","4","44","1","15","2","19","7","57","0","6","2","0","9","65","2","14","0","23","1","18","5","6","2","3","1","3","12","9","0","0","0","0","0","0","0"
"10980  :  โรงพยาบาลแก้งคร้อ","6","352","0","14","1","20","0","14","0","24","0","14","0","19","1","23","0","26","1","6","0","12","1","10","0","14","0","21","0","10","0","9","0","19","0","13","0","17","0","13","0","19","0","32","0","29","1","14","0","10","0","16","1","18","0","11","0","11","0","9","0","7","0","1"
"10981  :  โรงพยาบาลคอนสาร","254","118","11","6","6","7","5","4","16","8","6","7","8","13","1","2","9","5","4","1","5","11","2","5","10","5","11","2","11","3","9","6","7","2","10","16","19","1","10","6","15","4","9","3","9","11","8","4","17","3","13","6","3","2","27","8","11","6","13","5","8","3","3","7"
"10982  :  โรงพยาบาลภักดีชุมพล","881","236","41","13","41","14","37","11","41","5","45","15","59","14","55","8","51","7","41","10","41","3","72","2","44","6","37","4","27","5","59","5","43","5","40","7","53","17","55","9","55","3","46","11","60","7","37","3","43","4","28","9","54","7","27","7","39","8","37","4","47","10","11","3"
"10983  :  โรงพยาบาลเนินสง่า","12","75","0","4","0","1","0","2","0","0","0","4","0","0","0","4","0","0","0","1","0","2","0","1","1","1","5","0","0","3","0","0","0","0","0","0","0","2","0","6","0","1","0","1","2","7","0","0","0","12","0","9","4","0","0","1","0","1","0","8","0","1","0","3"
"10703  :  โรงพยาบาลอำนาจเจริญ","209","614","3","31","4","15","6","21","8","17","2","21","9","20","11","29","7","34","5","31","8","64","9","34","10","25","6","18","16","22","10","28","18","27","5","19","9","24","15","23","17","21","5","30","7","17","4","20","14","21","6","22","10","31","3","19","9","27","8","19","4","9","1","7"
